code,name,roe,net_profit_ratio,net_profits,eps,cf_sales,rateofreturn,cashflowratio
002381,双箭股份,4.22,11.2,72.7792,0.1698,,0.0022,
002382,蓝帆医疗,2.69,15.26,147.7126,0.1707,,0.0022,
002383,合众思壮,4.68,7.48,180.2366,0.2426,,0.0022,
002384,东山精密,3.24,3.6,260.05400000000003,0.2428,,0.0022,
002385,大北农,1.04,1.14,103.9917,0.0245,,0.0022,
002386,天原集团,2.48,1.23,105.5121,0.157,,0.0022,
002387,维信诺,0.1,3.39,16.1251,0.0117,,0.0022,
002388,新亚制程,1.71,4.34,19.4716,0.0386,,0.0022,
002389,航天彩虹,0.5,3.2,30.0965,0.0317,,0.0022,
002390,信邦制药,3.03,5.97,195.6388,0.1173,,0.0022,
002391,长青股份,5.54,11.57,172.5336,0.4799,,0.0022,
002392,北京利尔,5.42,11.93,179.2366,0.1505,,0.0022,
002393,力生制药,2.22,8.94,68.798,0.377,,0.0022,
002394,联发股份,4.45,6.22,134.6443,0.4159,,0.0022,
002395,双象股份,1.7,2.17,14.4641,0.0808,,0.0022,
002396,星网锐捷,3.65,3.33,117.3266,0.2011,,0.0022,
002397,梦洁股份,4.41,9.12,91.8589,0.1178,,0.0022,
002398,建研集团,5.02,10.13,116.9504,0.1689,,0.0022,
002398,建研集团,5.02,10.13,116.9504,0.1689,,0.0022,
002399,海普瑞,2.87,10.93,219.0951,0.1756,,0.0022,
002400,省广集团,2.39,2.28,123.1552,0.0706,,0.0022,
002401,中远海科,5.67,9.69,47.5574,0.1568,,0.0022,
002402,和而泰,8.37,10.48,128.7569,0.1504,,0.0022,
002403,爱仕达,4.19,6.01,92.0634,0.2627,,0.0022,
002404,嘉欣丝绸,4.07,4.33,68.6661,0.1188,,0.0022,
002405,四维图新,2.41,16.48,163.2427,0.1272,,0.0022,
002406,远东传动,5.44,14.22,131.1949,0.2338,,0.0022,
002407,多氟多,4.55,7.71,130.829,0.2023,,0.0022,
002408,齐翔腾达,7.26,6.62,504.6634,0.2842,,0.0022,
002409,雅克科技,1.33,8.55,55.4814,0.1198,,0.0022,
002410,广联达,5.03,13.94,147.1121,0.1314,,0.0022,
002411,延安必康,4.53,11.34,431.1236,0.2813,,0.0022,
002412,汉森制药,4.74,14.17,60.6812,0.205,,0.0022,
002413,雷科防务,1.7,17.27,67.9443,0.0587,,0.0022,
002414,高德红外,3.02,31.02,102.7362,0.1645,,0.0022,
002415,海康威视,13.81,19.86,4147.3955,0.4494,,0.0022,
002416,爱施德,2.82,0.52,153.8936,0.1241,,0.0022,
002417,深南股份,-7.35,-55.26,-23.8882,-0.0884,,0.0022,
002418,康盛股份,-0.3,-0.43,-6.7241,-0.0059,,0.0022,
002419,天虹股份,7.89,5.09,485.4838,0.4044,,0.0022,
002420,毅昌股份,-2.84,-1.33,-32.7235,-0.0816,,0.0022,
002421,达实智能,3.14,9.26,96.6655,0.0508,,0.0022,
002422,科伦药业,6.12,9.93,774.0214,0.5375,,0.0022,
002423,中原特钢,-2.98,-9.64,-45.5973,-0.0906,,0.0022,
002424,贵州百灵,7.36,19.97,262.9033,0.1862,,0.0022,
002425,凯撒文化,3.11,39.31,117.1709,0.1439,,0.0022,
002426,胜利精密,3.57,3.73,323.6412,0.094,,0.0022,
002427,*ST尤夫,1.26,1.21,23.1473,0.0581,,0.0022,
002428,云南锗业,0.51,3.8,7.617000000000001,0.0116,,0.0022,
002429,兆驰股份,2.82,4.29,240.0299,0.053,,0.0022,
002430,杭氧股份,6.91,9.19,338.0764,0.3504,,0.0022,
002432,九安医疗,-3.15,-17.16,-45.7646,-0.1057,,0.0022,
002433,太安堂,1.37,4.42,68.4499,0.08900000000000001,,0.0022,
002434,万里扬,4.54,12.91,279.0421,0.2066,,0.0022,
002435,长江润发,3.54,8.6,186.4957,0.2235,,0.0022,
002436,兴森科技,3.94,5.67,96.0705,0.0645,,0.0022,
002437,誉衡药业,5.16,8.9,225.93599999999998,0.1027,,0.0022,
002438,江苏神通,2.29,7.92,40.2354,0.0828,,0.0022,
002439,启明星辰,0.75,3.14,23.2987,0.0259,,0.0022,
002440,闰土股份,9.58,20.7,706.0967,0.6137,,0.0022,
002441,众业达,3.44,3.2,125.3494,0.2301,,0.0022,
002442,龙星化工,5.28,4.31,63.2319,0.1317,,0.0022,
002443,金洲管道,2.99,3.31,65.7398,0.1262,,0.0022,
002444,巨星科技,5.09,14.57,320.2502,0.2978,,0.0022,
002445,ST中南,1.04,7.76,45.6937,0.055,,0.0022,
002446,盛路通信,3.65,13.31,95.1463,0.1248,,0.0022,
002447,晨鑫科技,4.09,42.13,88.837,0.0622,,0.0022,
002448,中原内配,5.09,15.72,129.4823,0.2133,,0.0022,
002449,国星光电,6.96,12.61,225.1524,0.364,,0.0022,
002450,康得新,7.73,20.89,1513.2433,0.4273,,0.0022,
002451,摩恩电气,1.7,4.1,11.3187,0.0257,,0.0022,
002452,长高集团,-1.48,-5.12,-19.7736,-0.0373,,0.0022,
002453,华软科技,1.48,1.93,13.2095,0.0231,,0.0022,
002454,松芝股份,2.23,3.8,70.2692,0.1111,,0.0022,
002455,百川股份,4.43,4.3,59.137,0.1143,,0.0022,
002456,欧菲科技,7.62,4.07,743.6231,0.2739,,0.0022,
002457,青龙管业,0.35,1.5,6.2379,0.0186,,0.0022,
002458,益生股份,2.58,6.45,32.3994,0.096,,0.0022,
002459,天业通联,0.66,4.67,8.4906,0.0218,,0.0022,
002460,赣锋锂业,18.23,35.89,837.0689,0.7508,,0.0022,
002461,珠江啤酒,1.95,7.79,155.894,0.0704,,0.0022,
002462,嘉事堂,7.87,2.17,185.4025,0.74,,0.0022,
002463,沪电股份,5.45,7.97,196.5513,0.1143,,0.0022,
002464,众应互联,7.23,27.56,106.8771,0.3277,,0.0022,
002465,海格通信,2.28,10.25,187.3196,0.0811,,0.0022,
002466,天齐锂业,13.44,39.8,1309.3905,1.1465,,0.0022,
002467,二六三,2.16,9.5,40.0821,0.0509,,0.0022,
002468,申通快递,11.85,13.06,867.4951,0.5666,,0.0022,
002469,三维工程,2.38,11.74,28.392,0.0564,,0.0022,
002470,金正大,8.38,6.08,837.6149,0.2652,,0.0022,
002471,中超控股,4.33,2.3,80.8868,0.0637,,0.0022,
002472,双环传动,3.7,8.01,128.2465,0.1868,,0.0022,
002473,*ST圣莱,3.1,12.48,9.072000000000001,0.0566,,0.0022,
002474,榕基软件,1.74,7.28,25.2181,0.0405,,0.0022,
002475,立讯精密,5.99,6.86,825.8279,0.2602,,0.0022,
002476,宝莫股份,-1.97,-10.9,-19.062,-0.0311,,0.0022,
002477,雏鹰农牧,-11.55,-20.76,-508.8024,-0.1622,,0.0022,
002478,常宝股份,5.4,8.27,206.24200000000002,0.2088,,0.0022,
002479,富春环保,3.27,8.76,121.2448,0.1356,,0.0022,
002480,新筑股份,1.06,3.14,24.9618,0.0381,,0.0022,
002481,双塔食品,2.6,6.0,67.1918,0.0531,,0.0022,
002482,广田集团,4.06,4.6,280.6236,0.1825,,0.0022,
002483,润邦股份,1.31,3.4,32.5451,0.0483,,0.0022,
002484,江海股份,3.47,12.11,109.4356,0.1342,,0.0022,
002485,希努尔,0.08,0.41,1.6216,0.0029,,0.0022,
002486,嘉麟杰,-0.48,-1.14,-4.529,-0.0054,,0.0022,
002487,大金重工,1.16,4.64,20.6157,0.0373,,0.0022,
002488,金固股份,1.99,5.75,84.2165,0.1249,,0.0022,
002489,浙江永强,-1.36,-1.87,-43.3248,-0.0199,,0.0022,
002490,山东墨龙,1.71,1.62,32.5753,0.0408,,0.0022,
002491,通鼎互联,7.2,15.02,350.4367,0.2777,,0.0022,
002492,恒基达鑫,2.71,26.4,33.0564,0.0816,,0.0022,
002492,恒基达鑫,2.71,26.4,33.0564,0.0816,,0.0022,
002493,荣盛石化,5.32,3.03,1114.0229,0.1946,,0.0022,
002494,华斯股份,0.61,5.43,11.7953,0.0305,,0.0022,
002495,佳隆股份,2.13,14.29,24.588,0.0262,,0.0022,
002496,ST辉丰,2.57,5.95,98.1243,0.065,,0.0022,
002497,雅化集团,5.77,11.23,153.2911,0.1596,,0.0022,
002498,汉缆股份,1.71,3.12,78.2381,0.0235,,0.0022,
002499,科林环保,3.67,23.48,28.1921,0.1491,,0.0022,
002500,山西证券,0.89,3.69,110.2735,0.0389,,0.0022,
002501,利源精制,-1.12,-9.81,-89.0194,-0.0732,,0.0022,
002502,骅威文化,0.94,44.06,32.9916,0.0383,,0.0022,
002503,搜于特,7.9,3.95,429.9796,0.1376,,0.0022,
002504,弘高创意,1.09,1.74,10.4865,0.0102,,0.0022,
002505,大康农业,0.46,0.35,24.3883,0.0044,,0.0022,
002506,协鑫集成,0.6,0.42,25.581,0.005,,0.0022,
002507,涪陵榨菜,14.43,28.7,305.2461,0.3867,,0.0022,
002508,老板电器,12.62,18.88,660.3395,0.6958,,0.0022,
002509,天广中茂,4.64,14.6,244.4056,0.098,,0.0022,
002510,天汽模,3.2,8.56,78.2626,0.0873,,0.0022,
002511,中顺洁柔,6.27,7.72,199.7852,0.1551,,0.0022,
002512,达华智能,-8.45,-15.71,-224.5074,-0.2049,,0.0022,
002513,蓝丰生化,1.2,3.35,30.7838,0.0905,,0.0022,
002514,宝馨科技,5.13,11.82,46.6074,0.0841,,0.0022,
002515,金字火腿,1.39,9.34,20.4252,0.0208,,0.0022,
002516,旷达科技,3.63,16.52,148.7066,0.0989,,0.0022,
002517,恺英网络,7.38,33.55,370.963,0.1723,,0.0022,
002518,科士达,6.66,13.26,153.8523,0.2611,,0.0022,
002518,科士达,6.66,13.26,153.8523,0.2611,,0.0022,
002519,银河电子,1.99,10.24,73.6938,0.0654,,0.0022,
002520,日发精机,2.93,9.08,51.193999999999996,0.0923,,0.0022,
002521,齐峰新材,1.23,2.25,41.4549,0.0838,,0.0022,
002522,浙江众成,1.4,5.17,24.9989,0.0275,,0.0022,
002523,天桥起重,2.13,8.29,44.7143,0.0315,,0.0022,
002524,光正集团,-3.01,-8.07,-23.6252,-0.0469,,0.0022,
002526,山东矿机,3.14,7.69,74.327,0.0708,,0.0022,
002527,新时达,0.78,1.29,23.4815,0.0378,,0.0022,
002528,英飞拓,1.32,2.95,46.6719,0.0446,,0.0022,
002529,海源复材,1.64,15.3,26.1812,0.1006,,0.0022,
002530,金财互联,2.13,18.25,85.1192,0.1084,,0.0022,
002531,天顺风能,4.78,14.92,241.31799999999998,0.1356,,0.0022,
002532,新界泵业,4.99,9.36,68.3717,0.1326,,0.0022,
002533,金杯电工,3.17,3.3,72.6394,0.1313,,0.0022,
002534,杭锅股份,5.15,9.36,155.6383,0.2104,,0.0022,
002535,林州重机,2.2,6.86,65.906,0.0822,,0.0022,
002536,西泵股份,6.22,8.96,129.3402,0.3874,,0.0022,
002537,海联金汇,2.79,7.77,194.787,0.1556,,0.0022,
002538,司尔特,3.07,8.36,102.1651,0.1422,,0.0022,
002539,云图控股,2.94,2.44,90.8129,0.0899,,0.0022,
002540,亚太科技,3.94,10.72,188.1355,0.14800000000000002,,0.0022,
002541,鸿路钢构,3.88,5.17,161.842,0.309,,0.0022,
002542,中化岩土,2.67,6.91,98.9009,0.0546,,0.0022,
002543,万和电气,8.39,7.34,276.5047,0.6284,,0.0022,
002544,杰赛科技,1.79,1.73,38.6043,0.0675,,0.0022,
002545,东方铁塔,2.25,15.49,161.2208,0.1248,,0.0022,
002546,新联电子,2.31,22.91,65.1174,0.078,,0.0022,
002547,春兴精工,1.1,1.29,30.0735,0.0266,,0.0022,
002548,金新农,-2.16,-2.57,-36.282,-0.0953,,0.0022,
002549,凯美特气,4.87,18.11,43.3674,0.0695,,0.0022,
002550,千红制药,6.54,24.22,163.4521,0.1276,,0.0022,
002551,尚荣医疗,4.16,8.95,96.0103,0.136,,0.0022,
002552,*ST宝鼎,3.75,16.21,22.5584,0.0736,,0.0022,
002553,南方轴承,11.62,42.1,83.1798,0.239,,0.0022,
002554,惠博普,2.66,7.67,58.4599,0.0545,,0.0022,
002555,三七互娱,13.44,24.26,801.3789,0.3771,,0.0022,
002556,辉隆股份,4.34,1.28,104.6971,0.1458,,0.0022,
002557,洽洽食品,5.62,9.17,172.0437,0.3393,,0.0022,
002558,巨人网络,7.97,35.52,710.3772,0.3509,,0.0022,
002559,亚威股份,4.17,8.81,67.4917,0.1809,,0.0022,
002560,通达股份,0.87,1.47,13.232999999999999,0.0308,,0.0022,
002561,徐家汇,5.82,11.83,123.679,0.2974,,0.0022,
002562,兄弟科技,3.76,11.23,85.2541,0.0984,,0.0022,
002563,森马服饰,6.6,12.06,667.3927,0.2481,,0.0022,
002564,天沃科技,2.68,2.58,102.9937,0.1166,,0.0022,
002565,顺灏股份,1.86,4.9,45.3906,0.064,,0.0022,
002566,益盛药业,2.15,7.5,39.2824,0.1186,,0.0022,
002567,唐人神,2.08,1.02,70.2955,0.084,,0.0022,
002568,百润股份,4.19,14.16,78.7136,0.14800000000000002,,0.0022,
002569,步森股份,-2.66,-7.35,-12.7363,-0.0909,,0.0022,
002570,*ST因美,0.45,0.69,8.5304,0.0083,,0.0022,
002571,德力股份,-1.65,-6.54,-24.8574,-0.0634,,0.0022,
002572,索菲亚,8.34,12.34,368.9474,0.3995,,0.0022,
002573,清新环境,7.86,15.34,352.6446,0.3261,,0.0022,
002574,明牌珠宝,1.9,2.52,60.1815,0.1139,,0.0022,
002575,群兴玩具,0.41,40.42,3.6829,0.0062,,0.0022,
002576,通达动力,1.08,1.71,9.3473,0.0566,,0.0022,
002577,雷柏科技,1.48,7.59,17.7152,0.0625,,0.0022,
002578,闽发铝业,0.75,1.8,11.1534,0.0112,,0.0022,
002579,中京电子,4.12,5.64,40.7789,0.1077,,0.0022,
002580,圣阳股份,0.92,1.28,10.8712,0.0307,,0.0022,
002581,未名医药,0.19,1.9,5.593999999999999,0.0084,,0.0022,
002582,好想你,3.09,3.93,103.26299999999999,0.2002,,0.0022,
002583,海能达,0.13,0.25,7.8636,0.0043,,0.0022,
002584,西陇科学,2.66,2.68,46.3796,0.0792,,0.0022,
002585,双星新材,2.07,9.05,156.2236,0.1351,,0.0022,
002586,围海股份,1.92,6.68,99.7703,0.0871,,0.0022,
002586,围海股份,1.92,6.68,99.7703,0.0871,,0.0022,
002587,奥拓电子,7.08,10.49,83.1267,0.136,,0.0022,
002588,史丹利,3.94,5.76,168.3972,0.1455,,0.0022,
002589,瑞康医药,6.96,3.74,580.3651,0.3856,,0.0022,
002590,万安科技,3.53,5.58,66.2718,0.1381,,0.0022,
002591,恒大高新,1.34,12.23,15.5813,0.0508,,0.0022,
002592,八菱科技,0.51,2.87,10.7089,0.0377,,0.0022,
002593,日上集团,2.26,2.85,41.7255,0.0595,,0.0022,
002594,比亚迪,0.88,0.88,479.099,0.1756,,0.0022,
002595,豪迈科技,8.92,20.41,352.2215,0.4402,,0.0022,
002596,海南瑞泽,2.48,5.17,75.0927,0.0699,,0.0022,
002597,金禾实业,14.86,24.06,542.8627,0.9621,,0.0022,
002598,山东章鼓,4.83,8.87,38.4242,0.1231,,0.0022,
002599,盛通股份,3.2,5.92,50.4389,0.1552,,0.0022,
002600,领益智造,-5.74,-5.92,-581.2038,-0.0856,,0.0022,
002601,龙蟒佰利,9.94,25.48,1340.5053,0.6596,,0.0022,
002602,世纪华通,5.04,18.24,710.5105,0.4869,,0.0022,
002603,以岭药业,6.0,16.59,448.066,0.3714,,0.0022,
002604,*ST龙力,,-29.59,-151.5399,-0.2527,,0.0022,
002605,姚记扑克,2.76,14.3,44.4239,0.1118,,0.0022,
002606,大连电瓷,0.5,1.4,4.4977,0.011000000000000001,,0.0022,
002607,亚夏汽车,1.93,1.36,37.7329,0.0459,,0.0022,
002608,江苏国信,4.56,10.2,1027.9253,0.272,,0.0022,
002609,捷顺科技,1.64,12.6,38.7868,0.0581,,0.0022,
002610,爱康科技,1.19,2.76,69.0087,0.0153,,0.0022,
002611,东方精工,2.64,9.13,206.8147,0.1124,,0.0022,
002612,朗姿股份,4.1,8.6,111.6624,0.2791,,0.0022,
002613,北玻股份,5.01,12.19,76.1694,0.0812,,0.0022,
002614,奥佳华,4.84,6.52,144.0302,0.2568,,0.0022,
002615,哈尔斯,6.42,5.74,49.5846,0.1208,,0.0022,
002616,长青集团,1.45,3.66,31.0241,0.0417,,0.0022,
002617,露笑科技,5.22,7.33,140.4738,0.1274,,0.0022,
002618,丹邦科技,0.98,10.04,16.8387,0.0307,,0.0022,
002619,艾格拉斯,4.35,76.12,263.7004,0.1429,,0.0022,
002620,瑞和股份,4.34,5.37,92.62799999999999,0.2555,,0.0022,
002621,三垒股份,0.65,7.77,7.5893,0.0224,,0.0022,
002622,融钰集团,0.15,1.1,1.8708,0.0022,,0.0022,
002623,亚玛顿,0.87,1.97,18.9019,0.1181,,0.0022,
002624,完美世界,9.14,21.32,781.8617,0.5946,,0.0022,
002625,光启技术,0.35,13.81,26.9182,0.0124,,0.0022,
002626,金达威,17.87,36.83,490.0222,0.7948,,0.0022,
002627,宜昌交运,2.22,4.04,44.9286,0.2426,,0.0022,
002628,成都路桥,0.41,1.04,11.1772,0.0151,,0.0022,
002629,仁智股份,-1.06,-0.42,-7.1002,-0.0172,,0.0022,
002630,华西能源,2.58,3.82,85.6976,0.0725,,0.0022,
002631,德尔未来,4.81,10.38,81.7083,0.1223,,0.0022,
002632,道明光学,5.65,18.94,107.4993,0.1716,,0.0022,
002633,申科股份,-0.59,-4.58,-3.0976,-0.0206,,0.0022,
002634,棒杰股份,2.24,8.46,15.3071,0.0332,,0.0022,
002635,安洁科技,3.56,16.18,237.343,0.3216,,0.0022,
002636,金安国纪,7.29,9.28,175.0223,0.2404,,0.0022,
002637,赞宇科技,3.79,2.36,81.5586,0.1931,,0.0022,
002638,勤上股份,1.58,12.71,82.9632,0.0546,,0.0022,
002639,雪人股份,0.48,1.95,10.8169,0.016,,0.0022,
002640,跨境通,7.18,5.13,506.9911,0.3276,,0.0022,
002641,永高股份,3.02,3.58,83.08200000000001,0.0739,,0.0022,
002642,荣之联,0.06,0.22,2.7674,0.0041,,0.0022,
002643,万润股份,4.66,15.08,192.8341,0.2121,,0.0022,
002644,佛慈制药,3.03,15.5,42.3895,0.083,,0.0022,
002645,华宏科技,4.62,9.11,80.4124,0.2258,,0.0022,
002646,青青稞酒,3.71,12.6,88.0618,0.1956,,0.0022,
002647,仁东控股,1.03,1.51,9.5703,0.017,,0.0022,
002648,卫星石化,4.39,7.49,326.6599,0.307,,0.0022,
002649,博彦科技,3.49,6.17,77.5062,0.1474,,0.0022,
002650,加加食品,3.78,8.68,80.9096,0.0702,,0.0022,
002651,利君股份,3.97,28.72,79.3257,0.0791,,0.0022,
002652,扬子新材,4.97,2.67,37.0692,0.0723,,0.0022,
002653,海思科,6.81,12.21,145.364,0.1345,,0.0022,
002654,万润科技,3.1,4.67,100.7275,0.1115,,0.0022,
002655,共达电声,-2.66,-3.31,-12.1289,-0.0336,,0.0022,
002656,摩登大道,2.19,8.18,52.6904,0.0739,,0.0022,
002657,中科金财,2.61,11.03,67.4913,0.1999,,0.0022,
002658,雪迪龙,2.84,11.94,57.2219,0.0946,,0.0022,
002659,凯文教育,-2.4,-57.81,-51.6791,-0.1036,,0.0022,
002660,茂硕电源,0.28,0.37,2.3544,0.0085,,0.0022,
002661,克明面业,5.23,8.91,114.934,0.3445,,0.0022,
002663,普邦股份,1.91,5.99,99.2167,0.0552,,0.0022,
002664,长鹰信质,6.65,10.16,135.6506,0.3391,,0.0022,
002665,首航节能,0.28,6.8,21.1938,0.0083,,0.0022,
002666,德联集团,2.06,3.4,59.6811,0.0791,,0.0022,
002667,鞍重股份,1.84,15.07,14.1644,0.0612,,0.0022,
002668,奥马电器,7.14,6.9,266.5585,0.4179,,0.0022,
002669,康达新材,2.11,11.59,39.553000000000004,0.16399999999999998,,0.0022,
002670,国盛金控,-1.43,-24622.57,-174.608,-0.0897,,0.0022,
002671,龙泉股份,0.37,1.84,7.9004,0.0167,,0.0022,
002672,东江环保,6.88,15.99,265.9358,0.2997,,0.0022,
002673,西部证券,1.43,21.95,250.9711,0.0716,,0.0022,
002675,东诚药业,2.94,11.78,111.9605,0.1443,,0.0022,
002676,顺威股份,-1.12,-1.24,-11.4128,-0.0158,,0.0022,
002677,浙江美大,12.62,25.92,145.7953,0.2256,,0.0022,
002678,珠江钢琴,3.02,10.01,96.9877,0.0928,,0.0022,
002679,福建金森,1.42,17.73,10.3376,0.0745,,0.0022,
002681,奋达科技,2.31,10.19,145.4596,0.0977,,0.0022,
002682,龙洲股份,2.62,3.74,72.1156,0.1923,,0.0022,
002683,宏大爆破,3.04,4.96,92.4244,0.1317,,0.0022,
002684,猛狮科技,-12.92,-40.82,-308.1592,-0.5431,,0.0022,
002685,华东重机,5.51,7.21,252.1265,0.2502,,0.0022,
002686,亿利达,4.72,9.86,72.6739,0.16399999999999998,,0.0022,
002687,乔治白,4.03,9.37,40.3669,0.1137,,0.0022,
002688,金河生物,5.34,12.1,85.179,0.134,,0.0022,
002689,远大智能,-1.32,-4.16,-19.3054,-0.0203,,0.0022,
002690,美亚光电,8.36,34.51,169.6779,0.251,,0.0022,
002691,冀凯股份,0.76,3.91,6.6703,0.0196,,0.0022,
002692,睿康股份,2.23,2.42,34.0975,0.0474,,0.0022,
002693,双成药业,-3.28,-10.64,-18.8073,-0.0464,,0.0022,
002694,顾地科技,1.56,2.16,17.5062,0.0293,,0.0022,
002695,煌上煌,5.96,11.03,113.9689,0.2217,,0.0022,
002696,百洋股份,2.32,4.29,50.3573,0.1273,,0.0022,
002697,红旗连锁,6.33,4.28,154.8236,0.1138,,0.0022,
002698,博实股份,4.15,20.0,81.3611,0.1193,,0.0022,
002699,美盛文化,1.43,14.32,50.8842,0.0559,,0.0022,
002700,新疆浩源,3.24,18.33,31.8012,0.0752,,0.0022,
002701,奥瑞金,8.19,11.41,461.293,0.1958,,0.0022,
002702,海欣食品,1.33,2.28,10.4618,0.0217,,0.0022,
002703,浙江世宝,-0.39,-0.98,-5.8565,-0.0074,,0.0022,
002705,新宝股份,3.81,3.67,138.226,0.1699,,0.0022,
002706,良信电器,7.44,15.69,125.9206,0.1601,,0.0022,
002707,众信旅游,5.91,2.39,138.2837,0.1627,,0.0022,
002708,光洋股份,1.22,2.65,18.6393,0.0397,,0.0022,
002709,天赐材料,15.56,47.35,445.9985,1.3130000000000002,,0.0022,
002711,欧浦智网,10.25,6.94,188.7041,0.1786,,0.0022,
002712,思美传媒,5.04,6.72,174.0932,0.5092,,0.0022,
002713,东易日盛,1.13,0.6,10.9717,0.0417,,0.0022,
002714,牧原股份,-0.66,-1.42,-78.6557,-0.0678,,0.0022,
002715,登云股份,1.11,2.94,5.3711,0.0583,,0.0022,
002716,金贵银业,3.49,2.39,131.3972,0.2325,,0.0022,
002717,岭南股份,9.76,10.88,386.8904,0.3839,,0.0022,
002718,友邦吊顶,4.64,14.85,52.8627,0.6032,,0.0022,
002719,麦趣尔,1.08,4.22,12.5642,0.1154,,0.0022,
002721,金一文化,2.03,1.1,96.5816,0.1157,,0.0022,
002723,金莱特,-1.56,-2.05,-10.0467,-0.0538,,0.0022,
002725,跃岭股份,1.41,2.94,13.062000000000001,0.051,,0.0022,
002726,龙大肉食,4.37,2.39,86.7844,0.1147,,0.0022,
002727,一心堂,7.66,6.81,292.4573,0.515,,0.0022,
002728,特一药业,7.43,18.28,75.7571,0.3787,,0.0022,
002729,好利来,2.92,13.88,12.4021,0.1859,,0.0022,
002730,电光科技,3.11,7.77,28.4664,0.0882,,0.0022,
002731,萃华珠宝,3.23,3.07,39.1429,0.2597,,0.0022,
002732,燕塘乳业,4.71,6.89,42.3468,0.2691,,0.0022,
002733,雄韬股份,1.28,1.77,28.1045,0.0802,,0.0022,
002734,利民股份,6.06,14.45,102.9574,0.3682,,0.0022,
002735,王子新材,3.09,5.83,16.5147,0.196,,0.0022,
002736,国信证券,2.25,28.51,1157.5987,0.1411,,0.0022,
002737,葵花药业,9.44,12.1,282.7938,0.4842,,0.0022,
002738,中矿资源,3.27,8.2,21.0654,0.1095,,0.0022,
002739,万达电影,7.23,12.21,900.2328,0.7666,,0.0022,
002740,爱迪尔,1.59,2.32,23.3461,0.0706,,0.0022,
002741,光华科技,7.61,11.35,88.4102,0.2362,,0.0022,
002742,三圣股份,4.82,5.62,70.7173,0.1636,,0.0022,
002743,富煌钢构,2.13,3.0,43.052,0.1276,,0.0022,
002745,木林森,5.42,6.92,484.0139,0.3866,,0.0022,
002746,仙坛股份,4.16,8.19,88.8571,0.2874,,0.0022,
002747,埃斯顿,3.65,7.76,56.3111,0.0671,,0.0022,
002748,世龙实业,2.28,4.18,25.951999999999998,0.1081,,0.0022,
002749,国光股份,16.36,28.49,138.2086,1.0839,,0.0022,
002750,龙津药业,1.69,6.51,10.9225,0.0272,,0.0022,
002751,易尚展示,2.26,6.36,21.3149,0.1378,,0.0022,
002752,昇兴股份,1.97,3.7,35.2476,0.0423,,0.0022,
002753,永东股份,12.36,13.32,167.9148,0.504,,0.0022,
002755,东方新星,1.45,3.37,7.6277,0.0442,,0.0022,
002756,永兴特钢,6.9,9.21,223.7533,0.6215,,0.0022,
002757,南兴装备,5.12,14.16,79.42699999999999,0.6052,,0.0022,
002758,华通医药,3.21,2.76,20.3989,0.0971,,0.0022,
002759,天际股份,0.89,7.42,30.1547,0.0666,,0.0022,
002760,凤形股份,2.09,4.33,10.3064,0.1171,,0.0022,
002761,多喜爱,3.56,6.29,24.6414,0.1207,,0.0022,
002762,金发拉比,3.63,17.92,35.2823,0.0989,,0.0022,
002763,汇洁股份,9.86,15.61,179.7322,0.4622,,0.0022,
002765,蓝黛传动,3.45,7.69,43.8451,0.1022,,0.0022,
002766,索菱股份,3.4,8.28,64.6311,0.1532,,0.0022,
002767,先锋电子,1.8,9.42,12.6529,0.0843,,0.0022,
002768,国恩股份,6.78,8.75,124.1103,0.4575,,0.0022,
002769,普路通,5.6,3.17,73.9778,0.1965,,0.0022,
002770,科迪乳业,3.79,11.18,64.8324,0.0592,,0.0022,
002771,真视通,3.09,5.97,20.0751,0.1242,,0.0022,
002772,众兴菌业,1.39,8.94,37.0789,0.0993,,0.0022,
002773,康弘药业,8.43,22.43,310.2836,0.4602,,0.0022,
002774,快意电梯,1.31,3.77,13.0173,0.0388,,0.0022,
002775,文科园林,5.35,9.41,129.9067,0.4052,,0.0022,
002776,柏堡龙,3.4,16.67,75.634,0.3145,,0.0022,
002777,久远银海,4.6,14.68,43.4493,0.2518,,0.0022,
002778,高科石化,2.3,4.64,14.4275,0.1619,,0.0022,
002779,中坚科技,0.93,2.73,5.91,0.0447,,0.0022,
002780,三夫户外,0.4,1.24,2.5684,0.0228,,0.0022,
002781,奇信股份,4.84,4.13,89.8741,0.3994,,0.0022,
002782,可立克,6.69,10.05,53.5936,0.1258,,0.0022,
002783,凯龙股份,5.03,8.79,71.9918,0.2156,,0.0022,
002785,万里石,1.49,2.45,9.7387,0.0486,,0.0022,
002786,银宝山新,0.39,0.3,4.3255,0.0113,,0.0022,
002787,华源控股,3.0,6.77,39.6845,0.1388,,0.0022,
002787,华源控股,3.0,6.77,39.6845,0.1388,,0.0022,
002788,鹭燕医药,5.56,1.53,81.5856,0.4243,,0.0022,
002789,建艺集团,3.77,3.4,45.348,0.5584,,0.0022,
002790,瑞尔特,4.01,13.18,57.4679,0.2244,,0.0022,
002791,坚朗五金,1.2,1.98,31.4473,0.0978,,0.0022,
002792,通宇通讯,2.06,5.91,40.1346,0.1777,,0.0022,
002793,东音股份,6.82,11.63,53.7376,0.2686,,0.0022,
002795,永和智控,5.32,9.84,31.9017,0.1595,,0.0022,
002796,世嘉科技,1.14,2.45,13.4043,0.1304,,0.0022,
002797,第一创业,0.82,9.47,72.1929,0.0206,,0.0022,
